X,Y,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude,Longitude,Code postal,amiante,gislation,gorie
-71.078657,46.046996,0,Quatre-Vents,des Appalaches,23 Rue Du Parc,Adstock,Québec,G0N 1S0,Plâtre plancher panneaux et finis,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.046996,-71.078657,G0N 1S0,Plâtre plancher panneaux et finis,LSST RSST et CSTC,Établissement scolaire
-71.176086,46.133451,0,Source,des Appalaches,5 Chemin Du Sacré-Coeur Ouest,Adstock,Québec,G0N 1S0,Calorifuges plancher et crépi,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.133451,-71.176086,G0N 1S0,Calorifuges plancher et crépi,LSST RSST et CSTC,Établissement scolaire
-72.443624,48.882483,0,Sainte-Lucie,du Pays-des-Bleuets,327 Rue De L'Église,Albanel,Québec,G8M 3E9,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.882483,-72.443624,G8M 3E9,Murs,LSST RSST et CSTC,Établissement scolaire
-78.113491,48.576239,0,Saint-Viateur,Harricana,662 1Re Rue Est,Amos,Québec,J9T 2H6,Plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.576239,-78.113491,J9T 2H6,Plafonds,LSST RSST et CSTC,Établissement scolaire
-78.113468,48.574016,0,Ste-Thérèse,Harricana,562 1Re Rue Est,Amos,Québec,J9T 2H4,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.574016,-78.113468,J9T 2H4,Murs,LSST RSST et CSTC,Établissement scolaire
-78.126401,48.573076,0,Alternative Harricana,Harricana,601 4E Rue Ouest,Amos,Québec,J9T 2S1,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.573076,-78.126401,J9T 2S1,Murs,LSST RSST et CSTC,Établissement scolaire
-78.126393,48.573082,0,Christ-Roi,Harricana,671 2E Avenue Ouest,Amos,Québec,J9T 1S9,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.573082,-78.126393,J9T 1S9,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-78.113458,48.577334,0,La Calypso,Harricana,800 1Re Rue Est,Amos,Québec,J9T 2H8,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.577334,-78.113458,J9T 2H8,Murs,LSST RSST et CSTC,Établissement scolaire
-78.113492,48.579502,0,Polyvalente De La Forêt,Harricana,850 1Re Rue Est,Amos,Québec,J9T 2H8,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.579502,-78.113492,J9T 2H8,Murs,LSST RSST et CSTC,Établissement scolaire
-78.113479,48.576699,0,Sacré-Cœur,Harricana,712 1Re Rue Est,Amos,Québec,J9T 2H8,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.576699,-78.113479,J9T 2H8,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-78.113428,48.568545,0,Saint-Joseph,Harricana,332 1Re Rue Est,Amos,Québec,J9T 2G5,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.568545,-78.113428,J9T 2G5,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-67.43745,48.463814,0,École Caron - Amqui,des Monts-et-Marées,50 Rue Roy,Amqui,Québec,G5J 1V2,"Flocages (joint de produit ignifuge sur équipement) au rez-de-chaussée panneaux et carreaux de plafond au rez-de-chaussée carreaux et colle de plancher au rez-de-chaussée carreaux de plancher
à l'étage 1 et dans la composition de la toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.463814,-67.43745,G5J 1V2,Flocages (joint de produit ignifuge sur équipement) au rez-de-chaussée panneaux et carreaux de plafond au rez-de-chaussée carreaux et colle de plancher au rez-de-chaussée carreaux de plancher,LSST RSST et CSTC,Établissement scolaire
-67.436742,48.459171,0,École St-Tharcisius,des Monts-et-Marées,93 Avenue Du Parc,Amqui,Québec,G5J 2L8,"Pâte cimentaire sur la tuyauterie carreaux de vinyle et la colle de ceux-ci et dans la composition de la
toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.459171,-67.436742,G5J 2L8,Pâte cimentaire sur la tuyauterie carreaux de vinyle et la colle de ceux-ci et dans la composition de la,LSST RSST et CSTC,Établissement scolaire
-67.430976,48.468525,0,École St-Ursule - Amqui,des Monts-et-Marées,123 Rue Desbiens,Amqui,Québec,G5J 3P9,"Flocages (Produit ignifuge fibreux sur le plafont à l'étage 3) pâte cimentaire et carton multicouche sur la tuyauterie Plâtre sur les les murs à grandeur de l'école et plâtre au plafond du rez-de-chaussé au dernier étage crépi cimentaire sur les murs extérieurs carreaux et la colle des plamcher à l'étage
2 et dans la composition du toit",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.468525,-67.430976,G5J 3P9,Flocages (Produit ignifuge fibreux sur le plafont à l'étage 3) pâte cimentaire et carton multicouche sur la tuyauterie Plâtre sur les les murs à grandeur de l'école et plâtre au plafond du rez-de-chaussé au dernier étage crépi cimentaire sur les murs exté,LSST RSST et CSTC,Établissement scolaire
-67.436742,48.459171,0,École Val-Brillant,des Monts-et-Marées,93 Avenue Du Parc,Amqui,Québec,G5J 2L8,"Pâte cimentaire sur la tuyauterie et les équipements crépi cimentaire sur les murs et les plafonds
carreau de plancher et dans la composition de la toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.459171,-67.436742,G5J 2L8,Pâte cimentaire sur la tuyauterie et les équipements crépi cimentaire sur les murs et les plafonds,LSST RSST et CSTC,Établissement scolaire
-72.934912,45.353772,0,Jean-Xxiii,des Hautes-Rivières,125 Rue Saint-Jean,Ange-Gardien,Québec,J0E 1E0,plancher composé à joint,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.353772,-72.934912,J0E 1E0,plancher composé à joint,LSST RSST et CSTC,Établissement scolaire
-73.550315,45.602693,0,Dalkeith,English-Montréal,7951 Av. de Dalkeith,Anjou,Québec,H1K 3X6,Plafond Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.602693,-73.550315,H1K 3X6,Plafond Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-64.295041,48.931165,0,École Saint-Joseph-Alban,Chic-Chocs,615 Bd du Griffon,La Côte-de-Gaspé,Québec,G4X 6A7,Mur et plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.931165,-64.295041,G4X 6A7,Mur et plancher,LSST RSST et CSTC,Établissement scolaire
-70.584022,46.744341,0,Ecole Belle-Vue,CS Côte du Sud,"100, rue du Collège",Armagh,Québec,G0R 1A0,Murs et planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.744341,-70.584022,G0R 1A0,Murs et planchers,LSST RSST et CSTC,Établissement scolaire
-71.768563,45.450777,0,Source-Vive,de la Région Sherbrooke,125 Rue Du Collège,Ascot Corner,Québec,J0B 1A0,Tuiles de plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.450777,-71.768563,J0B 1A0,Tuiles de plancher,LSST RSST et CSTC,Établissement scolaire
-68.643139,47.727867,0,De La Marguerite,Commission scolaire du Fleuve-et-des-Lacs,775 Rue Du Clocher,Auclair,Québec,G0L 1A0,100%,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,47.727867,-68.643139,G0L 1A0,100%,LSST RSST et CSTC,Établissement scolaire
-70.736116,45.655693,0,D'Audet,des Hauts-Cantons,242 Rue Principale,Audet,Québec,G0Y 1A0,Murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.655693,-70.736116,G0Y 1A0,Murs plafonds,LSST RSST et CSTC,Établissement scolaire
-70.360052,46.174988,0,École Jouvence,de la Beauce-Etchemin,12 Rue Des Lilas,Aurélie,Québec,G0M 1M0,Revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.174988,-70.360052,G0M 1M0,Revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-73.761609,45.627514,0,Horizon-Jeunesse,de Laval,155 Boul. Sainte-Rose Ouest,Auteuil,Québec,H7H 1P2,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.627514,-73.761609,H7H 1P2,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-73.741267,45.628079,0,Sainte-Béatrice,de Laval,5409 Rue De Prince-Rupert,Auteuil,Québec,H7K 2L7,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.628079,-73.741267,H7K 2L7,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-72.04228,45.167604,0,Ayer'S Cliff Elementary School,Eastern Townships,952 Rue Sanborn,Ayer's Cliff,Québec,J0B 1C0,Plafond Mur  Isolant Mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.167604,-72.04228,J0B 1C0,Plafond Mur  Isolant Mécanique,LSST RSST et CSTC,Établissement scolaire
-73.908202,45.4144,0,Joseph-Henrico,Centre de services scolaire Marguerite-Bourgeoys,20 Rue Maughan,Baie D'Urfé,Québec,H9X 3C9,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.4144,-73.908202,H9X 3C9,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.919346,45.412229,0,Dorset,Lester B. Pearson,106 Dorset,Baie D'Urfé,Québec,H9X 2Z6,Calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.412229,-73.919346,H9X 2Z6,Calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-62.810337,50.286068,0,École Saint-François-Régis,de la Moyenne-Côte-Nord,12 Rue Tanguay,Baie Johan-Beetz,Québec,G0G 1B0,Plancher murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,50.286068,-62.810337,G0G 1B0,Plancher murs,LSST RSST et CSTC,Établissement scolaire
-68.256276,49.190727,0,Centre Administratif,de l'Estuaire,620 Rue Jalbert,Baie-Comeau,Québec,G5C 0B8,Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.190727,-68.256276,G5C 0B8,Planchers,LSST RSST et CSTC,Établissement scolaire
-68.29292,49.197336,0,École Bois-Du-Nord Baie-Comeau,de l'Estuaire,2398 Rue Napoléon,Baie-Comeau,Québec,G5C 1A5,Planchers murs plafonds et conduites irrégulières,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.197336,-68.29292,G5C 1A5,Planchers murs plafonds et conduites irrégulières,LSST RSST et CSTC,Établissement scolaire
-68.162341,49.213028,0,École Leventoux Baie-Comeau,de l'Estuaire,25 Avenue Mgr-Plessis,Baie-Comeau,Québec,G4Z 1X6,Planchers murs et conduites irrégulières,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.213028,-68.162341,G4Z 1X6,Planchers murs et conduites irrégulières,LSST RSST et CSTC,Établissement scolaire
-68.277001,49.192106,0,École Mgr-Bélanger Baie-Comeau,de l'Estuaire,920 Boul. René-Bélanger,Baie-Comeau,Québec,G5C 2N9,Planchers murs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.192106,-68.277001,G5C 2N9,Planchers murs et plafonds,LSST RSST et CSTC,Établissement scolaire
-68.259523,49.189678,0,École Secondaire Serge-Bouchard Baie-Comeau,de l'Estuaire,640 Boul. Blanche,Baie-Comeau,Québec,G5C 2B3,Extérieur planchers murs et conduites irrégulières,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.189678,-68.259523,G5C 2B3,Extérieur planchers murs et conduites irrégulières,LSST RSST et CSTC,Établissement scolaire
-68.25409,49.190978,0,École St-Cœur-De-Marie Baie-Comeau,de l'Estuaire,711 Boul. Jolliet,Baie-Comeau,Québec,G5C 1P3,Planchers plafonds conduites irrégulières et rectilignes,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.190978,-68.25409,G5C 1P3,Planchers plafonds conduites irrégulières et rectilignes,LSST RSST et CSTC,Établissement scolaire
-68.255636,49.196125,0,École Trudel Baie-Comeau,de l'Estuaire,680 Avenue Marguerite,Baie-Comeau,Québec,G5C 1H3,Planchers murs et conduites irrégulières,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.196125,-68.255636,G5C 1H3,Planchers murs et conduites irrégulières,LSST RSST et CSTC,Établissement scolaire
-68.255515,49.18795,0,Édifice Albert-Deschênes Baie-Comeau,de l'Estuaire,600 Rue Jalbert,Baie-Comeau,Québec,G5C 1Z9,Extérieur et planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.18795,-68.255515,G5C 1Z9,Extérieur et planchers,LSST RSST et CSTC,Établissement scolaire
-68.25903,49.187931,0,Édifice André-Jacob Baie-Comeau,de l'Estuaire,570 Boul. Blanche,Baie-Comeau,Québec,G5C 1Z9,Extérieur plafonds planchers et conduites irrégulières,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.187931,-68.25903,G5C 1Z9,Extérieur plafonds planchers et conduites irrégulières,LSST RSST et CSTC,Établissement scolaire
-68.168536,49.209877,0,Polyvalente Des Baies Baie-Comeau,de l'Estuaire,40 Avenue Michel Hémon,Baie-Comeau,Québec,G4Z 2K4,Planchers murs plafonds et conduites irrégulières,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.209877,-68.168536,G4Z 2K4,Planchers murs plafonds et conduites irrégulières,LSST RSST et CSTC,Établissement scolaire
-67.895302,48.720211,0,École Assomption -Baie-Des-Sables,des Monts-et-Marées,7 Rue Du Couvent,Baie-des-Sables,Québec,G0J 1C0,Calorifuges au sous-sol et dans la composition de la toiture,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.720211,-67.895302,G0J 1C0,Calorifuges au sous-sol et dans la composition de la toiture,LSST RSST et CSTC,Établissement scolaire
-67.302435,49.420169,0,École St-Joseph Baie-Trinité,de l'Estuaire,1 Rue St-Joseph,Baie-Trinité,Québec,G0H 1A0,Extérieur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,49.420169,-67.302435,G0H 1A0,Extérieur,LSST RSST et CSTC,Établissement scolaire
-77.634881,48.439947,0,Notre-Dame-Du-Sacré-Cœur Barraute,Harricana,430 9E Avenue,Barraute,Québec,J0Y 1A0,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.439947,-77.634881,J0Y 1A0,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-77.634736,48.439144,0,Natagan,Harricana,570 Rue Principale Nord,Barraute,Québec,J0Y 1A0,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.439144,-77.634736,J0Y 1A0,Murs,LSST RSST et CSTC,Établissement scolaire
-72.251454,46.497728,0,École des Champs et Marées Batiscan,du Chemin-du-Roy,791 Pl de la Solidarité,Batiscan,Québec,G0X 1A0,Planchers Murs Plafond Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.497728,-72.251454,G0X 1A0,Planchers Murs Plafond Calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.839346,45.435603,0,Beaconsfield,Centre de services scolaire Marguerite-Bourgeoys,91 Pr. Sweetbriar,Beaconsfield,Québec,H9W 5M7,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.435603,-73.839346,H9W 5M7,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.858999,45.432237,0,John F. Kennedy Édiffice Bélanger,Centre de services scolaire Marguerite-Bourgeoys,215 Avenue Elm,Beaconsfield,Québec,H9W 2E2,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.432237,-73.858999,H9W 2E2,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.872404,45.42192,0,Saint-Rémi,Centre de services scolaire Marguerite-Bourgeoys,16 Avenue Neveu,Beaconsfield,Québec,H9W 5B4,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.42192,-73.872404,H9W 5B4,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.844722,45.439011,0,Beacon Hill,Lester B. Pearson,170 Chemin Alton,Beaconsfield,Québec,H9W 2Z3,Calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.439011,-73.844722,H9W 2Z3,Calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.864019,45.429989,0,Beaconsfield High,Lester B. Pearson,250 Chemin Beaurepaire,Beaconsfield,Québec,H9W 5G7,Plafond(flocage)calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.429989,-73.864019,H9W 5G7,Plafond(flocage)calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.878105,45.420085,0,Christmas Park,Lester B. Pearson,422 Boul. Beaconsfield,Beaconsfield,Québec,H9W 4B7,Calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.420085,-73.878105,H9W 4B7,Calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.861043,45.425943,0,Place Cartier Adult Education,Lester B. Pearson,257 Beaconsfield,Beaconsfield,Québec,H9W 4A5,Calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.425943,-73.861043,H9W 4A5,Calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.846997,45.430783,0,Saint Edmund,Lester B. Pearson,115 Boul. Beaconsfield,Beaconsfield,Québec,H9W 3Z8,Isolation des murs extérieurs calorifuge tuyauterie et réservoir d'eau chaude,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.430783,-73.846997,H9W 3Z8,Isolation des murs extérieurs calorifuge tuyauterie et réservoir d'eau chaude,LSST RSST et CSTC,Établissement scolaire
-73.862698,45.436957,0,Sherbrooke Academy Junior,Lester B. Pearson,230 Rue Sherbrooke,Beaconsfield,Québec,H9W 1P5,Calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.436957,-73.862698,H9W 1P5,Calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.871786,45.438268,0,Sherbrooke Academy Senior,Lester B. Pearson,313 Chemin Windermere,Beaconsfield,Québec,H9W 1W1,Plafond(flocage)calorifuge tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.438268,-73.871786,H9W 1W1,Plafond(flocage)calorifuge tuyauterie,LSST RSST et CSTC,Établissement scolaire
-70.773728,46.210548,0,École De Léry,de la Beauce-Etchemin,99 125E Rue,Beauceville,Québec,G5X 2R2,Calorifuge murs intérieurs murs périphériques plafond revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.210548,-70.773728,G5X 2R2,Calorifuge murs intérieurs murs périphériques plafond revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-70.778049,46.212163,0,Polyvalente Saint-François,de la Beauce-Etchemin,228 Avenue Lambert,Beauceville,Québec,G5X 3N9,Calorifuge (sous-sol) murs intérieus murs péphériques plafonds et revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.212163,-70.778049,G5X 3N9,Calorifuge (sous-sol) murs intérieus murs péphériques plafonds et revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-73.876469,45.313867,0,Centre Administratif,de la Vallée-des-Tisserands,630 Rue Ellice,Beauharnois,Québec,J6N 3S1,CALORIFUGE,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.313867,-73.876469,J6N 3S1,CALORIFUGE,LSST RSST et CSTC,Établissement scolaire
-73.876657,45.311333,0,Jésus-Marie,de la Vallée-des-Tisserands,25 Rue Saint-Joseph,Beauharnois,Québec,J6N 1Z3,CALORIFUGE,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.311333,-73.876657,J6N 1Z3,CALORIFUGE,LSST RSST et CSTC,Établissement scolaire
-73.928646,45.316892,0,Notre-Dame-De-La-Paix,de la Vallée-des-Tisserands,222 Rue Principale,Beauharnois,Québec,J6N 0M8,MURS,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.316892,-73.928646,J6N 0M8,MURS,LSST RSST et CSTC,Établissement scolaire
-73.871605,45.303115,0,Patriotes De Beauharnois,de la Vallée-des-Tisserands,250 Rue Gagnon,Beauharnois,Québec,J6N 2W8,CALORIFUGE,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.303115,-73.871605,J6N 2W8,CALORIFUGE,LSST RSST et CSTC,Établissement scolaire
-73.840433,45.318735,0,Saint-Eugène Beauharnois,de la Vallée-des-Tisserands,480 Rue De L'Église,Beauharnois,Québec,J6N 1R4,PLANCHERS,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.318735,-73.840433,J6N 1R4,PLANCHERS,LSST RSST et CSTC,Établissement scolaire
-73.866612,45.307125,0,Saint-Paul,de la Vallée-des-Tisserands,205 Rue Edmour-Daoust,Beauharnois,Québec,J6N 2R4,CALORIFUGE,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.307125,-73.866612,J6N 2R4,CALORIFUGE,LSST RSST et CSTC,Établissement scolaire
-71.381601,45.835276,0,St-Nom-De-Jésus,des Appalaches,112 Route 112,Beaulac-Garthby,Québec,G0Y 1B0,Plâtre et plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.835276,-71.381601,G0Y 1B0,Plâtre et plancher,LSST RSST et CSTC,Établissement scolaire
-71.01757,46.83019,0,La Marelle,CS Côte du Sud,116 Rue Du Domaine,Beaumont,Québec,G0R 1C0,Plancher isolant sur chauffe-eau,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.83019,-71.01757,G0R 1C0,Plancher isolant sur chauffe-eau,LSST RSST et CSTC,Établissement scolaire
-72.984883,45.118026,0,Butler Elementary School,Eastern Townships,19 Rue Rix,Bedford,Québec,J0J 1A0,Plafond Mur  Plancher. Isolant Mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.118026,-72.984883,J0J 1A0,Plafond Mur  Plancher. Isolant Mécanique,LSST RSST et CSTC,Établissement scolaire
-71.361517,48.675601,0,St-Jean-De-Bégin,de La Jonquière,108 Rue Tremblay,Bégin,Québec,G0V 1B0,Planchers et cloisons,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,48.675601,-71.361517,G0V 1B0,Planchers et cloisons,LSST RSST et CSTC,Établissement scolaire
-73.213235,45.55627,0,Jolivent,des Patriotes,330 Boul. Cartier,Beloeil,Québec,J3G 3R6,Murs extérieurs  murs plafonds et tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.55627,-73.213235,J3G 3R6,Murs extérieurs  murs plafonds et tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.227236,45.556783,0,Le Petit-Bonheur,des Patriotes,80 Rue F.-X. Garneau,Beloeil,Québec,J3G 3G4,Plafonds et planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.556783,-73.227236,J3G 3G4,Plafonds et planchers,LSST RSST et CSTC,Établissement scolaire
-73.201542,45.58458,0,Le Tournesol,des Patriotes,201 Rue Du Buisson,Beloeil,Québec,J3G 5V5,tuyauterie planchers et joint d'étanchéité portes et fenêtres,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.58458,-73.201542,J3G 5V5,tuyauterie planchers et joint d'étanchéité portes et fenêtres,LSST RSST et CSTC,Établissement scolaire
-73.218513,45.570611,0,Secondaire Polybel,des Patriotes,725 Rue De Lévis,Beloeil,Québec,J3G 2M1,Planchers et murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.570611,-73.218513,J3G 2M1,Planchers et murs,LSST RSST et CSTC,Établissement scolaire
-73.203256,45.568915,0,St-Mathieu,des Patriotes,225 Rue Hubert,Beloeil,Québec,J3G 2S8,Planchers tuyauterie murs plafonds plâtre contour de fenêtres,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.568915,-73.203256,J3G 2S8,Planchers tuyauterie murs plafonds plâtre contour de fenêtres,LSST RSST et CSTC,Établissement scolaire
-70.732065,46.925376,0,Notre-Dame-De-L'Assomption,CS Côte du Sud,1 Rue Du Couvent,Berthier-sur-Mer,Québec,G0R 1E0,murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.925376,-70.732065,G0R 1E0,murs,LSST RSST et CSTC,Établissement scolaire
-73.180189,46.081701,0,École Sainte-Geneviève,des Samares,761 Rue St-Viateur,Berthierville,Québec,J0K 1A0,Murs plafonds tuyauterie-coude tuyauterie-droite,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.081701,-73.180189,J0K 1A0,Murs plafonds tuyauterie-coude tuyauterie-droite,LSST RSST et CSTC,Établissement scolaire
-73.192821,46.083638,0,École Secondaire Pierre-De-Lestage,des Samares,881 Rue Pierre-De-Lestage,Berthierville,Québec,J0K 1A0,Tuyauterie mur plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.083638,-73.192821,J0K 1A0,Tuyauterie mur plafonds,LSST RSST et CSTC,Établissement scolaire
-68.604621,47.936971,0,De La Source,Commission scolaire du Fleuve-et-des-Lacs,5 Rue Principale Est,Biencourt,Québec,G0K 1T0,100%,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,47.936971,-68.604621,G0K 1T0,100%,LSST RSST et CSTC,Établissement scolaire
-73.885399,45.680807,0,Chante-Bois,de la Seigneurie-des-Mille-Îles,40 84E Avenue Est,Blainville,Québec,J7C 3R5,Mur extérieur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.680807,-73.885399,J7C 3R5,Mur extérieur,LSST RSST et CSTC,Établissement scolaire
-73.871042,45.678912,0,De La Seigneurie,de la Seigneurie-des-Mille-Îles,930 Rue De La Mairie,Blainville,Québec,J7C 3B4,Calorifugeage non apparent (à l'intérieur des murs et plafonds),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.678912,-73.871042,J7C 3B4,Calorifugeage non apparent (à l'intérieur des murs et plafonds),LSST RSST et CSTC,Établissement scolaire
-73.896945,45.668173,0,Des Ramilles,de la Seigneurie-des-Mille-Îles,1030 Rue Gilles-Vigneault,Blainville,Québec,J7C 5N4,Tuile de plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.668173,-73.896945,J7C 5N4,Tuile de plancher,LSST RSST et CSTC,Établissement scolaire
