X,Y,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude,Longitude,Code postal,amiante,gislation,gorie
-70.945161,45.937764,0,École Secondaire De La Haute-Beauce,de la Beauce-Etchemin,347 Rue Principale,Saint-Évariste-de-Forsyth,Québec,G0M 1S0,Calorifuge murs périphériques et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.937764","-70.945161",G0M 1S0,Calorifuge murs périphériques et plafonds,LSST RSST et CSTC,Établissement scolaire
-73.085448,45.947862,0,Sainte-Victoire,de Sorel-Tracy,345 Montée Sainte-Victoire,Sainte-Victoire,Québec,J0G 1T0,mur-tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.947862","-73.085448",J0G 1T0,mur-tuyauterie,LSST RSST et CSTC,Établissement scolaire
-68.859417,48.291686,0,L'Écho-Des-Montagnes,des Phares,10 8E Avenue Lefrançois,Saint-Fabien,Québec,G0L 2Z0,Murs (ciment à joint et crépi cimentaire) plancher (carreaux de vinyle)  isolation tuyauterie isolation de conduits de ventilation  joints d'étanchéité sur équipement mécaniques et mastic des fenêtres.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.291686","-68.859417",G0L 2Z0,Murs (ciment à joint et crépi cimentaire) plancher (carreaux de vinyle)  isolation tuyauterie isolation de conduits de ventilation  joints d'étanchéité sur équipement mécaniques et mastic des fenêtres.,LSST RSST et CSTC,Établissement scolaire
-70.148259,46.656917,0,Chanoine-Ferland,CS Côte du Sud,185 Rue Bilodeau,Saint-Fabien-de-Panet,Québec,G0R 2J0,planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.656917","-70.148259",G0R 2J0,planchers,LSST RSST et CSTC,Établissement scolaire
-72.411894,48.727788,0,Carrefour Étudiant,du Pays-des-Bleuets,3079 Rue De Saint-Méthode,Saint-Félicien,Québec,G8K 3C2,Planchers murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.727788","-72.411894",G8K 3C2,Planchers murs,LSST RSST et CSTC,Établissement scolaire
-72.443519,48.647044,0,Cea Le Retour,du Pays-des-Bleuets,1191 Boul. Julien,Saint-Félicien,Québec,G8K 2B6,Calorifuge planchers crépis ext.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.647044","-72.443519",G8K 2B6,Calorifuge planchers crépis ext.,LSST RSST et CSTC,Établissement scolaire
-72.452064,48.648329,0,Hébert,du Pays-des-Bleuets,1298 Rue L.-W. Leclerc,Saint-Félicien,Québec,G8K 2N4,Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.648329","-72.452064",G8K 2N4,Planchers,LSST RSST et CSTC,Établissement scolaire
-72.444464,48.644716,0,Mgr Bluteau,du Pays-des-Bleuets,1275 3E Rue,Saint-Félicien,Québec,G8K 2B5,Planchers calorifuge crépis ext.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.644716","-72.444464",G8K 2B5,Planchers calorifuge crépis ext.,LSST RSST et CSTC,Établissement scolaire
-72.454109,48.647863,0,Polyvalente Des Quatre-Vents,du Pays-des-Bleuets,1099 Boul. Hamel,Saint-Félicien,Québec,G8K 2R4,Planchers calorifuge plafonds crépis ext.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.647863","-72.454109",G8K 2R4,Planchers calorifuge plafonds crépis ext.,LSST RSST et CSTC,Établissement scolaire
-67.337277,48.900965,0,École Ste-Félicité,des Monts-et-Marées,207 Boul. Perron,Saint-Félicité,Québec,G0J 2K0,"Calorifuge au sous-sol carreaux de plafond suspendus au sous-sol et dans la composition de la
toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.900965","-67.337277",G0J 2K0,Calorifuge au sous-sol carreaux de plafond suspendus au sous-sol et dans la composition de la,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,Centre Administratif,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Plafonds murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Plafonds murs,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,École Louis-Joseph-Martel,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Murs murs extérieurs Tuyauterie Plafond Entretoit,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Murs murs extérieurs Tuyauterie Plafond Entretoit,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,École Marie-Charlotte,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Murs plafonds plancher du gym tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Murs plafonds plancher du gym tuyauterie,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,École Primaire Jean-Chrysostôme,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Murs murs extérieur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Murs murs extérieur,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,École Primaire Sainte-Hélène,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Tuyauterie et murs extérieurs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Tuyauterie et murs extérieurs,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,École Primaire Sainte-Thérèse,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Murs plafonds tuyauterie mur extérieur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Murs plafonds tuyauterie mur extérieur,LSST RSST et CSTC,Établissement scolaire
-73.425234,46.168213,0,École Sainte-Marguerite,des Samares,71 Rue Ste-Marguerite,Saint-Félix-de-Valois,Québec,J0K 2M0,Plafonds murs tuyaux de chauffage,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.168213","-73.425234",J0K 2M0,Plafonds murs tuyaux de chauffage,LSST RSST et CSTC,Établissement scolaire
-73.434239,46.167671,0,École Secondaire De L'Érablière,des Samares,5211 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Tuyau de chauffage de la salle mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.167671","-73.434239",J0K 2M0,Tuyau de chauffage de la salle mécanique,LSST RSST et CSTC,Établissement scolaire
-73.424994,46.16974,0,Service De Garde Saint-Pierre (Atelier Archambault(,des Samares,4671 Rue Principale,Saint-Félix-de-Valois,Québec,J0K 2M0,Tuyauterie - murs - plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.169740","-73.424994",J0K 2M0,Tuyauterie - murs - plafonds,LSST RSST et CSTC,Établissement scolaire
-70.629098,48.27088,0,École Primaire Saint-Félix,des Rives-du-Saguenay,102 Chemin Du Lac-Brébeuf,Saint-Félix-d'Otis,Québec,G0V 1M0,Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.270880","-70.629098",G0V 1M0,Plancher,LSST RSST et CSTC,Établissement scolaire
-71.572391,46.107388,0,École Notre-Dame,du Fer,620 Rue Notre-Dame,Saint-Ferdinand,Québec,G0N 1N0,"Plancher, calorifuges, plâtre et plancher",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.107388","-71.572391",G0N 1N0,"Plancher, calorifuges, plâtre et plancher",LSST RSST et CSTC,Établissement scolaire
-71.594486,46.512505,0,École De La Caravelle St-Flavien,des Navigateurs,78 Rue Principale,Saint-Flavien,Québec,G0S 2M0,Mur plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.512505","-71.594486",G0S 2M0,Mur plafond,LSST RSST et CSTC,Établissement scolaire
-70.771492,46.209071,0,École Monseigneur-De Laval,de la Beauce-Etchemin,599 15E Avenue,Saint-François,Québec,G5X 1G6,Murs intérieus murs péphériques plafonds et revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.209071","-70.771492",G5X 1G6,Murs intérieus murs péphériques plafonds et revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-73.575311,45.669638,0,École Fleur-Soleil,de Laval,8585 Rue De L'Église,Saint-François,Québec,H7A 1L1,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.669638","-73.575311",H7A 1L1,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-73.636026,45.685141,0,École Hébert,de Laval,50 Rue Paré,Saint-François,Québec,H7B 1B3,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.685141","-73.636026",H7B 1B3,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-73.586448,45.667111,0,École l’Escale,de Laval,8050 Rue Mylène,Laval,Québec,H7A 1G3,Murs plafonds Planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.667111","-73.586448",H7A 1G3,Murs plafonds Planchers,LSST RSST et CSTC,Établissement scolaire
-70.71968,46.881583,0,Francolière,CS Côte du Sud,605 Chemin Saint-François Ouest,Saint-François-de-la-Rivière-du Sud,Québec,G0R 3A0,planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.881583","-70.719680",G0R 3A0,planchers,LSST RSST et CSTC,Établissement scolaire
-72.13062,48.325096,0,Boisjoli,du Pays-des-Bleuets,255 Rue De L'Église,Saint-François-de-Sales,Québec,G0W 1M0,Planchers murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.325096","-72.130620",G0W 1M0,Planchers murs,LSST RSST et CSTC,Établissement scolaire
-69.532264,47.824721,0,Cea Thibaudeau,de Kamouraska - Rivière-du-Loup,30 Rue Delage,Saint-François-Xavier-de-Viger,Québec,G5R 3N8,Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.824721","-69.532264",G5R 3N8,Plancher,LSST RSST et CSTC,Établissement scolaire
-69.244976,47.855362,0,Riou,de Kamouraska - Rivière-du-Loup,125 Rue Principale,Saint-François-Xavier-de-Viger,Québec,G0L 3C0,Tous,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.855362","-69.244976",G0L 3C0,Tous,LSST RSST et CSTC,Établissement scolaire
-70.901626,48.451365,0,Mont-Valin,des Rives-du-Saguenay,12 Rue Saint-Basile,Saint-Fulgence,Québec,G0V 1S0,Mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.451365","-70.901626",G0V 1S0,Mur,LSST RSST et CSTC,Établissement scolaire
-73.40031,46.30179,0,École Secondaire Bermon,des Samares,1919 Rang 6,Saint-Gabriel-de-Brandon,Québec,J0K 2N0,Tuyauterie et la structure,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.301790","-73.400310",J0K 2N0,Tuyauterie et la structure,LSST RSST et CSTC,Établissement scolaire
-68.174313,48.423233,0,Hauts-Plateaux Marie-Élisabeth,des Phares,105 Rue Plourde,Saint-Gabriel-de-Rimouski,Québec,G0K 1M0,"Plafonds (carreaux de plafond suspendu) murs (ciment à joint) et crépi cimentaire sur la fondation à
l'extérieur.",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.423233","-68.174313",G0K 1M0,Plafonds (carreaux de plafond suspendu) murs (ciment à joint) et crépi cimentaire sur la fondation à,LSST RSST et CSTC,Établissement scolaire
-71.483899,46.946083,0,École Du Joli-Bois,de la Capitale,2353 Boul. Valcartier,Saint-Gabriel-de-Valcartier,Québec,G0A 4S0,Plancher composition de toiture,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.946083","-71.483899",G0A 4S0,Plancher composition de toiture,LSST RSST et CSTC,Établissement scolaire
-70.638672,45.853861,0,École Des Joyeux-Compagnons + Des Lutins,de la Beauce-Etchemin,117 3E Avenue Sud,Saint-Gédéon-de-Beauce,Québec,G0M 1T0,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.853861","-70.638672",G0M 1T0,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-70.662937,46.127969,0,Cartem,de la Beauce-Etchemin,1925 118E Rue,Saint-Georges,Québec,G5Y 7R7,Calorifuge revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.127969","-70.662937",G5Y 7R7,Calorifuge revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-70.675028,46.118348,0,Cfp Pozer,de la Beauce-Etchemin,425 16E Rue,Saint-Georges,Québec,G5Y 4W2,Murs extérieurs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.118348","-70.675028",G5Y 4W2,Murs extérieurs et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.664959,46.119152,0,École Aquarelle De Saint-Georges,de la Beauce-Etchemin,370 127E Rue,Saint-Georges,Québec,G5Y 2W3,Murs intérieurs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.119152","-70.664959",G5Y 2W3,Murs intérieurs et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.673737,46.104492,0,École Des Deux-Rives P-S,de la Beauce-Etchemin,3300 10E Avenue,Saint-Georges,Québec,G5Y 5R9,Murs intérieurs murs périphériques et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.104492","-70.673737",G5Y 5R9,Murs intérieurs murs périphériques et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.662937,46.127969,0,École Dionne,de la Beauce-Etchemin,1925 118E Rue,Saint-Georges,Québec,G5Y 7R7,Calorifuge murs intérieurs  et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.127969","-70.662937",G5Y 7R7,Calorifuge murs intérieurs  et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.706075,46.046725,0,École Harmonie,de la Beauce-Etchemin,598 Avenue De Saint-Jean-De-La-Lande,Saint-Georges,Québec,G5Z 0J8,Murs intérieurs murs périphériques et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.046725","-70.706075",G5Z 0J8,Murs intérieurs murs périphériques et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.671852,46.123906,0,École Lacroix,de la Beauce-Etchemin,11655 Boul. Lacroix,Saint-Georges,Québec,G5Y 1L4,Calorifuge murs intérieurs murs périphériques plafond revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.123906","-70.671852",G5Y 1L4,Calorifuge murs intérieurs murs périphériques plafond revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-70.671962,46.12382,0,École Les Petits-Castors,de la Beauce-Etchemin,11600 Boul. Lacroix,Saint-Georges,Québec,G5Y 1L2,Murs intérieurs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.123820","-70.671962",G5Y 1L2,Murs intérieurs et plafonds,LSST RSST et CSTC,Établissement scolaire
-70.68241,46.113894,0,École Monseigneur-Fortier,de la Beauce-Etchemin,1545 8E Avenue Ouest,Saint-Georges,Québec,G5Y 4B4,Calorifuge murs intérieurs murs périphériques et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.113894","-70.682410",G5Y 4B4,Calorifuge murs intérieurs murs périphériques et plafonds,LSST RSST et CSTC,Établissement scolaire
