X,Y,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude,Longitude,Code postal,amiante,gislation,gorie
-70.880509,46.31424,0,École Secondaire Veilleux,de la Beauce-Etchemin,695 Avenue Robert Cliche,Saint-Joseph-de-Beauce,Québec,G0S 2V0,Calorifuge murs intérieurs murs périphériques plafond revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.314240","-70.880509",G0S 2V0,Calorifuge murs intérieurs murs périphériques plafond revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-70.883465,46.310696,0,École D'Youville,du Fer,721 Avenue Du Palais,Saint-Joseph-de-Beauce,Québec,G0S 2V0,Plancher/Calorifugeage,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.310696","-70.883465",G0S 2V0,Plancher/Calorifugeage,LSST RSST et CSTC,Établissement scolaire
-74.006937,45.532827,0,Rose-Des-Vents,de la Seigneurie-des-Mille-Îles,70 Montée Du Village,Saint-Joseph-du-Lac,Québec,J0N 1M0,Mur plafond et tuile de plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.532827","-74.006937",J0N 1M0,Mur plafond et tuile de plancher,LSST RSST et CSTC,Établissement scolaire
-68.755132,47.653153,0,Plein-Soleil,Commission scolaire du Fleuve-et-des-Lacs,37 Chemin Principal,Saint-Juste-du-Lac,Québec,G0L 3R0,100%,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.653153","-68.755132",G0L 3R0,100%,LSST RSST et CSTC,Établissement scolaire
-73.518888,45.516386,0,College Administration,Champlain Regional College,900 Rue Riverside,Saint-Lambert,Québec,J4P 3P2,Murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.516386","-73.518888",J4P 3P2,Murs plafonds,LSST RSST et CSTC,Établissement scolaire
-73.518888,45.516386,0,Continuing Education Center,Champlain Regional College,900 Rue Riverside,Saint-Lambert,Québec,J4P 3P2,Murs plafonds planchers mécanique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.516386","-73.518888",J4P 3P2,Murs plafonds planchers mécanique,LSST RSST et CSTC,Établissement scolaire
-73.518888,45.516386,0,St.Lambert Campus,Champlain Regional College,900 Rue Riverside,Saint-Lambert,Québec,J4P 3P2,Murs plafonds planchers tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.516386","-73.518888",J4P 3P2,Murs plafonds planchers tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.209501,46.584995,0,École Du Bac,des Navigateurs,1285 Rue Des Érables,Saint-Lambert,Québec,G0S 2W0,Mur plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.584995","-71.209501",G0S 2W0,Mur plafond,LSST RSST et CSTC,Établissement scolaire
-73.515172,45.505109,0,Des Saints-Anges,Marie-Victorin,126 Rue Logan,Saint-Lambert,Québec,J4P 1H2,Calorifuge Murs Plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.505109","-73.515172",J4P 1H2,Calorifuge Murs Plafonds,LSST RSST et CSTC,Établissement scolaire
-73.496243,45.481048,0,Préville,Marie-Victorin,139 Rue D'Alsace,Saint-Lambert,Québec,J4S 1M8,Calorifuge Plancher Murs Plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.481048","-73.496243",J4S 1M8,Calorifuge Plancher Murs Plafonds,LSST RSST et CSTC,Établissement scolaire
-73.504082,45.499063,0,Rabeau,Marie-Victorin,830 Rue Notre-Dame,Saint-Lambert,Québec,J4R 1R8,Calorifuge Murs Plafonds. Flocage,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.499063","-73.504082",J4R 1R8,Calorifuge Murs Plafonds. Flocage,LSST RSST et CSTC,Établissement scolaire
-73.703969,45.497146,0,C.F.P. Léonard-De Vinci Édifice Côte-Vertu,Centre de services scolaire Marguerite-Bourgeoys,3200 Boul. De La Côte-Vertu,Saint-Laurent,Québec,H4R 1P8,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.497146","-73.703969",H4R 1P8,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.678522,45.51724,0,Centre de services scolaire Marguerite-Bourgeoys,Centre de services scolaire Marguerite-Bourgeoys,1100 Boulevard Cote Vertu Ouest,Saint-Laurent,Québec,H4L 4V1,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.517240","-73.678522",H4L 4V1,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.687385,45.521807,0,Des Grands-Êtres,Centre de services scolaire Marguerite-Bourgeoys,1150 Rue Deguire,Saint-Laurent,Québec,H4L 1M2,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.521807","-73.687385",H4L 1M2,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.721153,45.509028,0,Édifice Du Petit-Saint-Georges,Centre de services scolaire Marguerite-Bourgeoys,3925 Rue Claude-Henri-Grignon,Saint-Laurent,Québec,H4R 3K2,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.509028","-73.721153",H4R 3K2,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.724821,45.515097,0,Enfants-Du-Monde,Centre de services scolaire Marguerite-Bourgeoys,2915 Rue Marcel,Saint-Laurent,Québec,H4R 1B2,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.515097","-73.724821",H4R 1B2,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.679632,45.523783,0,Jean-Grou,Centre de services scolaire Marguerite-Bourgeoys,805 Rue Tassé,Saint-Laurent,Québec,H4L 1N8,Salle mécanique (Calorifuge),Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.523783","-73.679632",H4L 1N8,Salle mécanique (Calorifuge),LSST RSST et CSTC,Établissement scolaire
-73.680145,45.526104,0,Cedarcrest,English-Montréal,1505 Rue Muir,Saint-Laurent,Québec,H4L 4T1,Plafond Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.526104","-73.680145",H4L 4T1,Plafond Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-73.68844,45.500556,0,Gardenview,English-Montréal,700 Rue Brunet,Saint-Laurent,Québec,H4M 1Y2,Plafond Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.500556","-73.688440",H4M 1Y2,Plafond Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-73.696867,45.503222,0,Laurenhill Academy,English-Montréal,2505 Boul. Côte-Vertu,Saint-Laurent,Québec,H4R 1P3,Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.503222","-73.696867",H4R 1P3,Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-73.689264,45.520525,0,Parkdale,English-Montréal,1475 Rue Deguire,Saint-Laurent,Québec,H4L 1M4,Calorifuge Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.520525","-73.689264",H4L 1M4,Calorifuge Plancher,LSST RSST et CSTC,Établissement scolaire
-70.797895,46.655883,0,Du Tremplin,CS Côte du Sud,118 Rue De La Fabrique,Saint-Lazarre-de-Bellechasse,Québec,G0R 3J0,Murs composé à joits plâtre et ciment,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.655883","-70.797895",G0R 3J0,Murs composé à joits plâtre et ciment,LSST RSST et CSTC,Établissement scolaire
-67.60598,48.730697,0,École St-Léandre,des Monts-et-Marées,2003 Rue De L'Égalise,Saint-Léandre,Québec,G0J 2V0,Pâte cimentaire sur les tuyaux au sous-sol et  dans la composition de la toiture,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.730697","-67.605980",G0J 2V0,Pâte cimentaire sur les tuyaux au sous-sol et  dans la composition de la toiture,LSST RSST et CSTC,Établissement scolaire
-73.576582,45.58697,0,Dante,English-Montréal,6090 Rue De Lachenaie,Saint-Léonard,Québec,H1S 1P1,Plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.586970","-73.576582",H1S 1P1,Plafond,LSST RSST et CSTC,Établissement scolaire
-73.585815,45.575399,0,Laurier Macdonald,English-Montréal,7355 Boul. Viau,Saint-Léonard,Québec,H1S 3C2,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.575399","-73.585815",H1S 3C2,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.6119,45.583188,0,Pierre De Coubertin,English-Montréal,4700 Boul. Lavoisier,Saint-Léonard,Québec,H1R 1H9,Plafond Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.583188","-73.611900",H1R 1H9,Plafond Calorifuge,LSST RSST et CSTC,Établissement scolaire
-67.503266,48.381896,0,École St-Léon-Le-Grand,des Monts-et-Marées,241 Rue Gendron,Saint-Léon-le-Grand,Québec,G0J 2W0,"Carton ondulé et pâte cimentaire sur certains tuyaux au sous-sol et au rez-de-chaussé. Crépi cimentaire et plâtre sur les murs au rez-de-chaussé plâtre au plafond à l'étage 1 careaux de plancher à grandeur de l'école siment à joint sur les murs et les plafonds au rez-de-chaussé et à
l'étage 1 et dans la composition de la toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.381896","-67.503266",G0J 2W0,Carton ondulé et pâte cimentaire sur certains tuyaux au sous-sol et au rez-de-chaussé. Crépi cimentaire et plâtre sur les murs au rez-de-chaussé plâtre au plafond à l'étage 1 careaux de plancher à grandeur de l'école siment à joint sur les murs et les pla,LSST RSST et CSTC,Établissement scolaire
-72.937646,46.312552,0,École Saint-Léon,du Chemin-du-Roy,51 Rue De La Fabrique,Saint-Léon-le-Grand,Québec,J0K 2W0,Planchers Murs Plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.312552","-72.937646",J0K 2W0,Planchers Murs Plafond,LSST RSST et CSTC,Établissement scolaire
-73.567002,46.006739,0,École St-Joseph,des Samares,740 Rue Principale,Saint-Liguori,Québec,J0K 2X0,Murs plafonds calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.006739","-73.567002",J0K 2X0,Murs plafonds calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.996621,45.213709,0,Omer-Séguin,de la Vallée-des-Tisserands,12 Rue St-Thomas,Saint-Louis-de-Gonzague,Québec,J0S 1T0,CALORIFUGE,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.213709","-73.996621",J0S 1T0,CALORIFUGE,LSST RSST et CSTC,Établissement scolaire
-70.692664,45.741246,0,École Nazareth,de la Beauce-Etchemin,302 Rue De L'Église,Saint-Ludger,Québec,G0M 1W0,Calorifuge murs intérieurs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.741246","-70.692664",G0M 1W0,Calorifuge murs intérieurs et plafonds,LSST RSST et CSTC,Établissement scolaire
-71.820323,48.895833,0,La Source,du Pays-des-Bleuets,687 Rue Gaudreault,Saint-Ludger-de-Milot,Québec,G0W 2B0,Murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.895833","-71.820323",G0W 2B0,Murs plafonds,LSST RSST et CSTC,Établissement scolaire
-70.286545,46.575305,0,École Rayons-De-Soleil,de la Beauce-Etchemin,15 Rue Mercier,Saint-Magloire,Québec,G0R 3M0,Murs intérieurs murs périphériques plafond revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.575305","-70.286545",G0R 3M0,Murs intérieurs murs périphériques plafond revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-71.493556,45.199515,0,Notre-Dame-De-Toutes-Aides,des Hauts-Cantons,127 Rue Principale,Saint-Malo,Québec,J0B 2Y0,Murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.199515","-71.493556",J0B 2Y0,Murs plafonds,LSST RSST et CSTC,Établissement scolaire
-68.89494,47.387921,0,De St-Marc,Commission scolaire du Fleuve-et-des-Lacs,16 Rue De L'Église,Saint-Marc-du-Lac-Long,Québec,G0L 1T0,100%,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.387921","-68.894940",G0L 1T0,100%,LSST RSST et CSTC,Établissement scolaire
-70.062452,46.896921,0,St-Marcel,CS Côte du Sud,46 Rang Tâché Est,Saint-Marcel,Québec,G0R 3R0,murs planchres plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.896921","-70.062452",G0R 3R0,murs planchres plafonds,LSST RSST et CSTC,Établissement scolaire
-73.195473,45.67826,0,Des Trois-Temps,des Patriotes,103 Rue De La Fabrique,Saint-Marc-sur-Richelieu,Québec,J0L 2E0,Murs et tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.678260","-73.195473",J0L 2E0,Murs et tuyauterie,LSST RSST et CSTC,Établissement scolaire
-70.655015,45.96009,0,École Grande-Coudée,de la Beauce-Etchemin,10 7E Rue Est,Saint-Martin,Québec,G0M 1B0,Murs intérieurs murs périphériques et plafonds et revêtements de plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.960090","-70.655015",G0M 1B0,Murs intérieurs murs périphériques et plafonds et revêtements de plancher,LSST RSST et CSTC,Établissement scolaire
-70.650586,45.957892,0,Polyvalente Bélanger,de la Beauce-Etchemin,30 Chemin De La Polyvalente,Saint-Martin,Québec,G0M 1B0,Caloriguge murs intérieurs plafonds et recouvrements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.957892","-70.650586",G0M 1B0,Caloriguge murs intérieurs plafonds et recouvrements de planchers,LSST RSST et CSTC,Établissement scolaire
-73.268416,45.473526,0,Pointe-Olivier,des Hautes-Rivières,278 Chemin Des Patriotes,Saint-Mathias-sur-Richelieu,Québec,J3L 6A3,Plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.473526","-73.268416",J3L 6A3,Plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-72.922963,46.573411,0,École Alternative De La Tortue-Des-Bois,de l'Énergie,1840 Chemin Principal,Saint-Mathieur-du-Parc,Québec,G0X 1N0,Plancher.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.573411","-72.922963",G0X 1N0,Plancher.,LSST RSST et CSTC,Établissement scolaire
-72.517111,46.457576,0,École De La Source,du Chemin-du-Roy,1380 Rue Notre-Dame,Saint-Maurice,Québec,G0X 2X0,Planchers Murs Plafond Entretoit,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.457576","-72.517111",G0X 2X0,Planchers Murs Plafond Entretoit,LSST RSST et CSTC,Établissement scolaire
-70.915005,46.874189,0,Du Phare,CS Côte du Sud,39 Rue Principale,Saint-Michel-de-Bellechassse,Québec,G0R 3S0,Murs,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.874189","-70.915005",G0R 3S0,Murs,LSST RSST et CSTC,Établissement scolaire
-73.916664,46.675094,0,École Primaire Saint-Jean-Baptiste,des Samares,380 Rue Brassard,Saint-Michel-des-Saints,Québec,J0K 3B0,Murs et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.675094","-73.916664",J0K 3B0,Murs et plafonds,LSST RSST et CSTC,Établissement scolaire
-68.720018,47.881703,0,Vallée-Des-Lacs,Commission scolaire du Fleuve-et-des-Lacs,149 Rue Saint-Joseph,Saint-Michel-du-Squatec,Québec,G0L 4H0,100%,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.881703","-68.720018",G0L 4H0,100%,LSST RSST et CSTC,Établissement scolaire
-69.401017,47.832912,0,Saint-Modeste,de Kamouraska - Rivière-du-Loup,4 Rue De L'Église Sud,Saint-Modeste,Québec,G0L 3W0,Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.832912","-69.401017",G0L 3W0,Plancher,LSST RSST et CSTC,Établissement scolaire
-67.852991,48.550891,0,École Sœur-Rachel-Fournier - St-Moïse,des Monts-et-Marées,127 Rue Principale,Saint-Moïse,Québec,G0J 2Z0,"Panneaux de fibrociment sur les murs au sous-sol carreaux au plafond au sous-sol colle sous les carreaux de plancher à l'étage 1 crépi cimentaire sur les murs extérieurs et dans la composition de la
toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.550891","-67.852991",G0J 2Z0,Panneaux de fibrociment sur les murs au sous-sol carreaux au plafond au sous-sol colle sous les carreaux de plancher à l'étage 1 crépi cimentaire sur les murs extérieurs et dans la composition de la,LSST RSST et CSTC,Établissement scolaire
-71.2313,46.482322,0,École L’Arc-En-Ciel De Saint-Narcisse,de la Beauce-Etchemin,510 Rue De L'École,Saint-Narcisse,Québec,G0S 1W0,Murs intérieurs murs périphériques et plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.482322","-71.231300",G0S 1W0,Murs intérieurs murs périphériques et plafonds,LSST RSST et CSTC,Établissement scolaire
-72.471266,46.566193,0,École De La Solidarité,du Chemin-du-Roy,364 Rue Du Collège,Saint-Narcisse,Québec,G0X 2Y0,Planchers Plafond Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.566193","-72.471266",G0X 2Y0,Planchers Plafond Calorifuge,LSST RSST et CSTC,Établissement scolaire
-68.435918,48.286806,0,Boijoli,des Phares,37 Rue De La Montagne,Saint-Narcisse-de-Rimouski,Québec,G0K 1S0,Murs (ciment à joint et crépi cimentaire)  carreaux de plafond  isolation tuyauterie isolation de conduits de ventilation  joints d'étanchéité sur équipement mécaniques et mastic des fenêtres.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.286806","-68.435918",G0K 1S0,Murs (ciment à joint et crépi cimentaire)  carreaux de plafond  isolation tuyauterie isolation de conduits de ventilation  joints d'étanchéité sur équipement mécaniques et mastic des fenêtres.,LSST RSST et CSTC,Établissement scolaire
-70.72185,46.72563,0,L'Éveil,CS Côte du Sud,2141 Rue Principale,Saint-Nérée,Québec,G0R 3V0,Murs et planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.725630","-70.721850",G0R 3V0,Murs et planchers,LSST RSST et CSTC,Établissement scolaire
-67.835959,48.584226,0,École La Voilière - St-Noël,des Monts-et-Marées,25 Rue De L'Église,Saint-Noël,Québec,G0J 3A0,"Calorifuges à l'étage 1 les carreaux de plancher à l'étage 1 crépi cimentaire sur les murs extérieurs
et dans la composition de la toiture",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.584226","-67.835959",G0J 3A0,Calorifuges à l'étage 1 les carreaux de plancher à l'étage 1 crépi cimentaire sur les murs extérieurs,LSST RSST et CSTC,Établissement scolaire
-71.820212,46.107017,0,École Notre-Dame,des Bois-Francs,1 Rue Notre-Dame,Saint-Norbert-d'Arthabaska,Québec,G0P 1B0,Murs plafond plancher tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.107017","-71.820212",G0P 1B0,Murs plafond plancher tuyauterie,LSST RSST et CSTC,Établissement scolaire
-68.080085,48.600592,0,Cheminots Des Quatre-Vents,des Phares,203 Rue De L'Église,Saint-Octave-de-Métis,Québec,G0J 3B0,"Murs (fibro-ciment à l'intérieur et à l'extérieur et ciment à joint) pâte cimentaire sur chaudière et sur
conduits d'eau de chauffage. Plancher (carreaux de vinyle).",Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"48.600592","-68.080085",G0J 3B0,Murs (fibro-ciment à l'intérieur et à l'extérieur et ciment à joint) pâte cimentaire sur chaudière et sur,LSST RSST et CSTC,Établissement scolaire
-70.677169,46.356944,0,École Arc-En-Ciel De Saint-Odilon,de la Beauce-Etchemin,105 Rue De L'Hôtel-De-Ville,Saint-Odilon,Québec,G0S 3A0,Murs intérieus murs péphériques plafonds et revêtements de planchers,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.356944","-70.677169",G0S 3A0,Murs intérieus murs péphériques plafonds et revêtements de planchers,LSST RSST et CSTC,Établissement scolaire
-69.981079,47.325985,0,L'Étoile-Filante,de Kamouraska - Rivière-du-Loup,14 Rue De L'Église,Saint-Onésime-d'Ixworth,Québec,G0R 3W0,Mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.325985","-69.981079",G0R 3W0,Mur,LSST RSST et CSTC,Établissement scolaire
-69.953177,47.409386,0,La Pruchière,de Kamouraska - Rivière-du-Loup,12 Rue De La Pruchière,Saint-Pacôme,Québec,G0L 3X0,Mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.409386","-69.953177",G0L 3X0,Mur,LSST RSST et CSTC,Établissement scolaire
-69.78881,46.960541,0,Colline,CS Côte du Sud,240 Rue Saint-Pierre,Saint-Pamphile,Québec,G0R 3X0,planchers murs plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.960541","-69.788810",G0R 3X0,planchers murs plafonds,LSST RSST et CSTC,Établissement scolaire
-69.78881,46.960541,0,Sec. De La Rencontre,CS Côte du Sud,240 Rue Saint-Pierre,Saint-Pamphile,Québec,G0R 3X0,murs planchers plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.960541","-69.788810",G0R 3X0,murs planchers plafonds,LSST RSST et CSTC,Établissement scolaire
-69.779153,46.957509,0,St-Joseph,CS Côte du Sud,58 Rue Du Collège,Saint-Pamphile,Québec,G0R 3X0,murs planchers plafonds,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.957509","-69.779153",G0R 3X0,murs planchers plafonds,LSST RSST et CSTC,Établissement scolaire
-69.806046,47.528267,0,Chanoine-Beaudet,de Kamouraska - Rivière-du-Loup,525 Avenue De L'Église,Saint-Pascal,Québec,G0L 3Y0,Tous,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.528267","-69.806046",G0L 3Y0,Tous,LSST RSST et CSTC,Établissement scolaire
-69.809129,47.523632,0,Mgr-Boucher,de Kamouraska - Rivière-du-Loup,325 Avenue Chapleau,Saint-Pascal,Québec,G0L 3Y0,Mur/plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.523632","-69.809129",G0L 3Y0,Mur/plafond,LSST RSST et CSTC,Établissement scolaire
-71.237899,46.410748,0,École La Source,de la Beauce-Etchemin,493 Rue Du Manoir,Saint-Patrice-de-Beaurivage,Québec,G0S 1B0,Calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.410748","-71.237899",G0S 1B0,Calorifuge,LSST RSST et CSTC,Établissement scolaire
-72.880609,45.437538,0,Micheline-Brodeur,des Hautes-Rivières,23 Rue Sainte-Anne,Saint-Paul-d'Abbotsford,Québec,J0E 1A0,murs plafond (flocage) plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.437538","-72.880609",J0E 1A0,murs plafond (flocage) plancher,LSST RSST et CSTC,Établissement scolaire
-69.19443,47.952543,0,La Chanterelle,de Kamouraska - Rivière-du-Loup,1 Rue Du Parc,Saint-Paul-de-la-Croix,Québec,G0L 3Z0,Mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.952543","-69.194430",G0L 3Z0,Mur,LSST RSST et CSTC,Établissement scolaire
-73.27382,45.13315,0,Alberte-Melancon,des Hautes-Rivières,994 Rue Principale,Saint-Paul-de-l'Île-aux-Noix,Québec,J0J 1G0,Plancherplafond mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.133150","-73.273820",J0J 1G0,Plancherplafond mur,LSST RSST et CSTC,Établissement scolaire
-70.325905,46.739708,0,Sec. St-Paul,CS Côte du Sud,420 Route 283,Saint-Paul-de-Montminy,Québec,G0R 3X0,murs planchres plafonds et calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.739708","-70.325905",G0R 3X0,murs planchres plafonds et calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.014357,46.419871,0,Des Vallons,de l'Énergie,2881 Rue Bergeron,Saint-Paulin,Québec,J0K 3G0,Murs plafond plancher et calorifugeage.,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.419871","-73.014357",J0K 3G0,Murs plafond plancher et calorifugeage.,LSST RSST et CSTC,Établissement scolaire
-70.451342,46.679032,0,Échos De La Fôret,CS Côte du Sud,1460 Rue Saint-Louis,Saint-Philémon,Québec,G0R 4A0,Planchers et murs salle électrique,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.679032","-70.451342",G0R 4A0,Planchers et murs salle électrique,LSST RSST et CSTC,Établissement scolaire
-69.88803,47.46546,0,Saint-Philippe,de Kamouraska - Rivière-du-Loup,11 Route De L'Église,Saint-Philippe-de-Néri,Québec,G0L 4A0,Mur/plafond,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"47.465460","-69.888030",G0L 4A0,Mur/plafond,LSST RSST et CSTC,Établissement scolaire
-71.620628,46.200823,0,École Saint-Cœur-De-Marie,des Bois-Francs,532 Route De L'Église,Saint-Pierre-Baptiste,Québec,G0P 1K0,Murs plafond tuyauterie,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.200823","-71.620628",G0P 1K0,Murs plafond tuyauterie,LSST RSST et CSTC,Établissement scolaire
-71.206777,46.244441,0,Pierre-Douce,des Appalaches,6 Rue Du Couvent,Saint-Pierre-de-Broughton,Québec,G0N 1T0,Calorifuges et plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.244441","-71.206777",G0N 1T0,Calorifuges et plancher,LSST RSST et CSTC,Établissement scolaire
-70.626441,46.914508,0,Tilleuls,CS Côte du Sud,620 Rue Principale,Saint-Pierre-de-la-Rivière-du-Sud,Québec,G0R 4B0,calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"46.914508","-70.626441",G0R 4B0,calorifuge,LSST RSST et CSTC,Établissement scolaire
-74.208231,45.526637,0,De L'Amitié,de la Seigneurie-des-Mille-Îles,60 Ave Daniel-Morin,Saint-Placide,Québec,J0V 2B0,Tuile de plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.526637","-74.208231",J0V 2B0,Tuile de plancher,LSST RSST et CSTC,Établissement scolaire
-74.30112,45.300403,0,Sacré-Cœur,des Trois-Lacs,1228 Chemin De L'Église,Saint-Polycarpe,Québec,J0P 1X0,Mur,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,"45.300403","-74.301120",J0P 1X0,Mur,LSST RSST et CSTC,Établissement scolaire
