lat,lon,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude,Longitude,Code postal,amiante,gislation,gorie
-73.617318,45.540456,0,École Laurier,CSSDM,7378 Rue Lajeunesse,Montréal,Québec,H1T 2Z9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.540456,-73.617318,H1T 2Z9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.52743,45.601335,0,École Saint-Claire Annexe,CSSDM,3075 Avenue Lebrun,Montréal,Québec,H1L 5G2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.601335,-73.52743,H1L 5G2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.584013,45.530247,0,École Saint-Joseph,CSSDM,1130 Boul. Saint-Joseph Est,Montréal,Québec,H2J 1L4,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.530247,-73.584013,H2J 1L4,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.537478,45.576857,0,Édouard-Montpetit,CSSDM,6200 Avenue Pierre-De-Coubertin,Montréal,Québec,H1N 1S4,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.576857,-73.537478,H1N 1S4,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.563973,45.531069,0,Elan,CSSDM,3450 Avenue De Lorimier,Montréal,Québec,H2K 3X6,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.531069,-73.563973,H2K 3X6,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.556295,45.529438,0,Emfm,CSSDM,2000 Rue Parthenais,Montréal,Québec,H2K 3S9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.529438,-73.556295,H2K 3S9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.935496,45.4066,0,Emica,CSSDM,3955 Rue de Bellechasse,Montréal,Québec,H1X 1J6,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.406600,-73.935496,H1X 1J6,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.581497,45.555317,0,Émica Annexe,CSSDM,6255 13E Avenue,Montréal,Québec,H1X 2Y6,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.555317,-73.581497,H1X 2Y6,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.648836,45.466741,0,Enfants-Du-Monde,CSSDM,5350 Avenue Rosedale,Montréal,Québec,H4V 2H9,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.466741,-73.648836,H4V 2H9,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.546237,45.554621,0,École secondaire Eulalie-Durocher,CSSDM,2455 Av. Letourneux,Montréal,Québec,H1V 2N9,Mur plafond plancher marquise calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.554621,-73.546237,H1V 2N9,Mur plafond plancher marquise calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.692051,45.539524,0,Evangeline,CSSDM,11845 Boul. L'Acadie,Montréal,Québec,H3M 2T4,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.539524,-73.692051,H3M 2T4,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.574265,45.505408,0,Face,CSSDM,3449 Rue University,Montréal,Québec,H3A 2A8,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.505408,-73.574265,H3A 2A8,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.624547,45.507471,0,Félix-Leclerc,CSSDM,6055 Avenue De Darlington,Montréal,Québec,H3S 2H9,Colonne plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.507471,-73.624547,H3S 2H9,Colonne plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.65762,45.554613,0,Fernand-Seguin Pavillon Hubert-Reeves,CSSDM,10050 Avenue Durham,Montréal,Québec,H2C 2G4,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.554613,-73.65762,H2C 2G4,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.65762,45.554613,0,Fernand-Seguin Pavillon Julie-Payette,CSSDM,10050 Avenue Durham,Montréal,Québec,H2C 2G3,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.554613,-73.65762,H2C 2G3,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.696698,45.543436,0,Francois-De-Laval,CSSDM,12050 Avenue Bois-De-Boulogne,Montréal,Québec,H3M 2X9,Mur extérieur mur plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.543436,-73.696698,H3M 2X9,Mur extérieur mur plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.696698,45.543436,0,François-De-Laval,CSSDM,12050 Avenue Bois-De-Boulogne,Montréal,Québec,H3M 2X9,Mur plafond plancher marquise calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.543436,-73.696698,H3M 2X9,Mur plafond plancher marquise calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.629146,45.54797,0,Gadbois,CSSDM,8305 Rue Saint-André,Montréal,Québec,H2P 1Y7,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.547970,-73.629146,H2P 1Y7,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.557633,45.524947,0,Garneau,CSSDM,1808 Avenue Papineau,Montréal,Québec,H2K 4J1,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.524947,-73.557633,H2K 4J1,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.623794,45.54882,0,Georges-Vanier,CSSDM,1205 Rue Jarry Est,Montréal,Québec,H2P 1W9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.548820,-73.623794,H2P 1W9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.69065,45.531285,0,Gilles-Vigneault,CSSDM,11400 Avenue De Poutrincourt,Montréal,Québec,H3M 1Z7,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.531285,-73.69065,H3M 1Z7,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.559951,45.583429,0,Guillaume-Couture,CSSDM,6300 Avenue Albani,Montréal,Québec,H1M 2R8,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.583429,-73.559951,H1M 2R8,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.629621,45.540427,0,Hélène Boulle,CSSDM,8050 Avenue De Gaspé,Montréal,Québec,H2R 2A7,Mur plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.540427,-73.629621,H2R 2A7,Mur plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.621325,45.550899,0,Henri-Julien,CSSDM,8150 Rue Rousselot,Montréal,Québec,H2E 1Z6,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.550899,-73.621325,H2E 1Z6,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.59091,45.455697,0,Honore-Mercier,CSSDM,1935 Boul. Desmarchais,Montréal,Québec,H4E 2B9,Mur plafond plancher flocage isolant grenier calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.455697,-73.59091,H4E 2B9,Mur plafond plancher flocage isolant grenier calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.629726,45.482466,0,Internationale De Montréal Primaire,CSSDM,5010 Avenue Coolbrook,Montréal,Québec,H3X 2K9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.482466,-73.629726,H3X 2K9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.625195,45.484597,0,Iona,CSSDM,5000 Avenue Iona,Montréal,Québec,H3W 2A2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.484597,-73.625195,H3W 2A2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.546,45.555863,0,Irenée-Lussier,CSSDM,4420 Rue Hochelaga,Montréal,Québec,H1V 0C1,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.555863,-73.546,H1V 0C1,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.548182,45.552621,0,Irénée-Lussier Annexes,CSSDM,4100 Rue Hochelaga,Montréal,Québec,H1V 1B6,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.552621,-73.548182,H1V 1B6,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.558607,45.53208,0,Jean-Baptiste-Meilleur,CSSDM,2237 Rue Fullum,Montréal,Québec,H2K 3P1,Mur plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.532080,-73.558607,H2K 3P1,Mur plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.556538,45.477762,0,Jeanne-Leber,CSSDM,2120 Rue Favard,Montréal,Québec,H3K 1Z7,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.477762,-73.556538,H3K 1Z7,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.569072,45.532567,0,Jeanne-Mance,CSSDM,4240 Rue De Bordeaux,Montréal,Québec,H2H 1Z5,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.532567,-73.569072,H2H 1Z5,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.622536,45.551437,0,Joseph-Charbonneau,CSSDM,8200 Rue Rousselot,Montréal,Québec,H2E 1Z6,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.551437,-73.622536,H2E 1Z6,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.600036,45.563695,0,Joseph-François-Perrault,CSSDM,7450 Rue François-Perreault,Montréal,Québec,H2A 1L9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.563695,-73.600036,H2A 1L9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.600036,45.563695,0,Joseph-François-Perrault,CSSDM,7450 Rue François-Perreault,Montréal,Québec,H2A 1L9,Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.563695,-73.600036,H2A 1L9,Plancher,LSST RSST et CSTC,Établissement scolaire
-73.640178,45.462651,0,Judith-Jasmin,CSSDM,4575 Avenue Mariette,Montréal,Québec,H4B 2G3,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.462651,-73.640178,H4B 2G3,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.641102,45.498753,0,La Voie,CSSDM,6755 Rue Lavoie,Montréal,Québec,H3W 2K8,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.498753,-73.641102,H3W 2K8,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.687824,45.537266,0,La-Dauversiere,CSSDM,11600 Boul. De L'Acadie,Montréal,Québec,H3M 2T2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.537266,-73.687824,H3M 2T2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.603283,45.526238,0,Lambert-Closse,CSSDM,5840 Rue Saint-Urbain,Montréal,Québec,H2T 2X5,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.526238,-73.603283,H2T 2X5,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.605472,45.534242,0,La-Mennais,CSSDM,6521 Rue Saint-Denis,Montréal,Québec,H2S 2S1,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.534242,-73.605472,H2S 2S1,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.574379,45.528901,0,Lanaudiere,CSSDM,4300 Rue De Lanaudière,Montréal,Québec,H2J 3N9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.528901,-73.574379,H2J 3N9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.588346,45.528389,0,Laurier,CSSDM,505 Avenue Laurier Est,Montréal,Québec,H2J 1E9,Mur extérieur mur plafond plancher calorifuge marquise,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.528389,-73.588346,H2J 1E9,Mur extérieur mur plafond plancher calorifuge marquise,LSST RSST et CSTC,Établissement scolaire
-73.52769,45.604657,0,La-Verendrye,CSSDM,3055 Rue Mousseau,Montréal,Québec,H1L 4W1,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.604657,-73.52769,H1L 4W1,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.568603,45.52615,0,Le-Plateau,CSSDM,3700 Avenue Calixa-Lavallée,Montréal,Québec,H2L 3A8,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.526150,-73.568603,H2L 3A8,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.597664,45.535038,0,Le-Vitrail,CSSDM,5927 Rue Boyer,Montréal,Québec,H2S 2H8,Mur plafond plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.535038,-73.597664,H2S 2H8,Mur plafond plancher,LSST RSST et CSTC,Établissement scolaire
-73.599199,45.535714,0,6255 Rue Boyer,CSSDM,6255 Rue Boyer,Montréal,Québec,H2S 2J2,Mur plafond plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.535714,-73.599199,H2S 2J2,Mur plafond plancher,LSST RSST et CSTC,Établissement scolaire
-73.647244,45.571428,0,Loisirs Smc,CSSDM,10125 Rue Parthenais,Montréal,Québec,H2B 2L6,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.571428,-73.647244,H2B 2L6,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.708845,45.526657,0,Louisbourg,CSSDM,11880 Rue Michel-Sarrazin,Montréal,Québec,H4J 2G7,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.526657,-73.708845,H4J 2G7,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.654138,45.560943,0,Louis-Colin,CSSDM,10122 Boul. Olympia,Montréal,Québec,H2C 2V9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.560943,-73.654138,H2C 2V9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.536545,45.578319,0,Louis-Dupire,CSSDM,6400 Avenue Pierre-De-Courbertin,Montréal,Québec,H1N 1S4,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.578319,-73.536545,H1N 1S4,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.524699,45.59779,0,Louise-Trichet,CSSDM,2800 Boul. Lapointe,Montréal,Québec,H1L 5M1,Mur plafond plancher calorifuge calfeutrage des fenêtres,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.597790,-73.524699,H1L 5M1,Mur plafond plancher calorifuge calfeutrage des fenêtres,LSST RSST et CSTC,Établissement scolaire
-73.578073,45.523201,0,Louis-H-Lafontaine,CSSDM,4245 Rue Berri,Montréal,Québec,H2J 2P9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.523201,-73.578073,H2J 2P9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.632568,45.570849,0,Louis-Joseph-Papineau,CSSDM,2901 Rue De Louvain Est,Montréal,Québec,H1Z 1J7,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.570849,-73.632568,H1Z 1J7,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.554739,45.583246,0,Louis-Riel,CSSDM,5850 Avenue De Carignan,Montréal,Québec,H1M 2V4,Mur extérieur mur plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.583246,-73.554739,H1M 2V4,Mur extérieur mur plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.633216,45.539317,0,Lucien-Pagé,CSSDM,8200 Boul. Saint-Laurent,Montréal,Québec,H2P 2L8,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.539317,-73.633216,H2P 2L8,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.585308,45.478319,0,Ludger-Duvernay,CSSDM,770 Rue Du Couvent,Montréal,Québec,H4C 2R6,Mur plancher flocage calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.478319,-73.585308,H4C 2R6,Mur plancher flocage calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.592781,45.542033,0,Madeleine-De-Verchères,CSSDM,6017 Rue Cartier,Montréal,Québec,H2G 2V4,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.542033,-73.592781,H2G 2V4,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.535492,45.552045,0,Maisonneuve,CSSDM,1680 Avenue Morgan,Montréal,Québec,H1V 2P9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.552045,-73.535492,H1V 2P9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.635764,45.470403,0,Marc Favreau,CSSDM,6310 Avenue Somerled,Montréal,Québec,H3X 2B8,Mur plafond plancher flocage calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.470403,-73.635764,H3X 2B8,Mur plafond plancher flocage calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.561941,45.523988,0,Marguerite-Bourgeoys,CSSDM,2070 Rue Plessis,Montréal,Québec,H2L 2Y3,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.523988,-73.561941,H2L 2Y3,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.551206,45.570661,0,Marguerite-De-Lajemmerais,CSSDM,5555 Rue Sherbrooke Est,Montréal,Québec,H1N 1A2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.570661,-73.551206,H1N 1A2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.658938,45.548247,0,Marie-Anne,CSSDM,100 Rue Sauvé Est,Montréal,Québec,H3L 1H1,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.548247,-73.658938,H3L 1H1,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.61984,45.545764,0,Marie-Favery,CSSDM,7750 Avenue Christophe-Colomb,Montréal,Québec,H2R 2S9,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.545764,-73.61984,H2R 2S9,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.584496,45.464355,0,Marie-Incarnation,CSSDM,5446 Rue Angers,Montréal,Québec,H4E 4A3,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.464355,-73.584496,H4E 4A3,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.632018,45.571256,0,Marie-Rivier Pavillon Legendre,CSSDM,9200 8E Avenue,Montréal,Québec,H1Z 2Y5,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.571256,-73.632018,H1Z 2Y5,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-72.573799,46.348675,0,Marie-Rivier Pavillon Louvain,CSSDM,9200 8E Avenue,Montréal,Québec,H1Z 2Y5,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,46.348675,-72.573799,H1Z 2Y5,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.578693,45.539848,0,Métiers De La Construction De Montréal,CSSDM,5205 Rue Parthenais,Montréal,Québec,H2H 2H4,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.539848,-73.578693,H2H 2H4,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.580906,45.494176,0,Métiers De La Restauration Et Du Tourisme De Montréal,CSSDM,1822 Boul. De Maisonneuve Ouest,Montréal,Québec,H3H 1J8,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.494176,-73.580906,H3H 1J8,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.548094,45.569623,0,Métiers De L'Aérospatiale De Montréal,CSSDM,5300 Rue Chauveau,Montréal,Québec,H1N 3V7,Plancher,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.569623,-73.548094,H1N 3V7,Plancher,LSST RSST et CSTC,Établissement scolaire
-73.62134,45.569629,0,Montcalm,CSSDM,8800 12E Avenue,Montréal,Québec,H1Z 3J3,Mur plafond plancher flocage calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.569629,-73.62134,H1Z 3J3,Mur plafond plancher flocage calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.616658,45.475928,0,Notre-Dame-De-Grâce,CSSDM,5435 Avenue Notre-Dame-De-Grâche,Montréal,Québec,H4A 1L2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.475928,-73.616658,H4A 1L2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.616658,45.475928,0,Notre-Dame-De-Grâce Annexe,CSSDM,5435 Avenue Notre-Dame-De-Grâche,Montréal,Québec,H4A 1L2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.475928,-73.616658,H4A 1L2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.612061,45.535596,0,Notre-Dame-De-La-Défense,CSSDM,6841 Avenue Henri-Julien,Montréal,Québec,H2S 2V3,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.535596,-73.612061,H2S 2V3,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.552421,45.54405,0,Notre-Dame-De-L'Assomption,CSSDM,2430 Rue Darling,Montréal,Québec,H1W 2X1,Plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.544050,-73.552421,H1W 2X1,Plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.623391,45.496733,0,Notre-Dame-Des - Neiges,CSSDM,5309 Chemin De La Côte-Des-Neiges,Montréal,Québec,H3T 1Y4,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.496733,-73.623391,H3T 1Y4,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.539669,45.573737,0,École primaire Notre-Dame-des-Victoires,CSSDM,2720 Rue Bossuet,Montréal,Québec,H1N 2S6,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.573737,-73.539669,H1N 2S6,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.539669,45.573737,0,Notre-Dame-Des-Victoires Annexe,CSSDM,2720 Rue Bossuet,Montréal,Québec,H1N 2S6,Mur plafond plancher marquise calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.573737,-73.539669,H1N 2S6,Mur plafond plancher marquise calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.564249,45.571836,0,Notre-Dame-Du-Foyer,CSSDM,5955 41E Avenue,Montréal,Québec,H1T 2T7,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.571836,-73.564249,H1T 2T7,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.596731,45.457299,0,Notre-Dame-Du-Perpétuel-Secours,CSSDM,6025 Rue Beaulieu,Montréal,Québec,H4E 3E7,Plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.457299,-73.596731,H4E 3E7,Plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.582271,45.532103,0,Paul-Bruchési,CSSDM,1310 Boul. Saint-Joseph Est,Montréal,Québec,H2J 1M2,Plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.532103,-73.582271,H2J 1M2,Plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.537767,45.555703,0,Pavillon D'Éducation Commun. Hochelaga-Maisonneuve,CSSDM,4650 Rue Ontario Est,Montréal,Québec,H1V 1L2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.555703,-73.537767,H1V 1L2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.537767,45.555703,0,Pavillon D'Éducation Communautaire Hochelaga-Maisonneuve,CSSDM,4650 Ontario Est,Montréal,Québec,H1V 1L2,Mur plafond plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.555703,-73.537767,H1V 1L2,Mur plafond plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
-73.59376,45.54108,0,Père-Marquette,CSSDM,6030 Rue Marquette,Montréal,Québec,H2G 2Y2,Plancher calorifuge,Rapport 351 BAPE 2020,LSST RSST et CSTC,Établissement scolaire,45.541080,-73.59376,H2G 2Y2,Plancher calorifuge,LSST RSST et CSTC,Établissement scolaire
